Ticker,Name,Description,Mrkt Cap,Sector
SE,Sea Limited,Entertainment,124.08B,Communication
SEAC,SeaChange International,Software,59.53M,Information Technology
SEAH,Sports Entertainment Acquisition,Blank Check / SPAC,558.00M,SPAC
SEAS,SeaWorld Entertainment,"Hotels, Restaurants & Leisure",5.01B,Discretionary
SEAT,Vivid Seats,Internet Content & Information,2.12B,Information Technology
SEB,Seaboard,Food Products,4.57B,Staples
SECO,Secoo Holding,Internet & Direct Marketing Retail,33.91M,Information Technology
SEDG,SolarEdge Technologies,Semiconductors & Semiconductor Equipment,14.74B,Information Technology
SEE,Sealed Air,Containers & Packaging,10.00B,Materials
SEED,Origin Agritech,Food Products,40.88M,Staples
SEEL,Seelos Therapeutics,Pharmaceuticals,171.96M,Healthcare
SEER,"Seer, Inc.",Life Sciences Tools & Services,1.41B,Healthcare
SEIC,SEI Investments Company,Capital Markets,8.50B,Financials
SELB,Selecta Biosciences,Biotechnology,380.28M,Healthcare
SELF,Global Self Storage,Equity Real Estate Investment Trusts...,61.04M,Real Estate
SEM,Select Medical Holdings,Health Care Providers & Services,3.94B,Healthcare
SEMR,SEMrush Holdings,Software,2.85B,Information Technology
SENEA,Seneca Foods,Food Products,414.55M,Staples
SENEB,Seneca Foods,Food Products,414.55M,Staples
SENS,Senseonics Holdings,Health Care Equipment & Supplies,1.19B,Healthcare
SERA,Sera Prognostics,Diagnostics & Research,213.83M,Healthcare
SESN,Sesen Bio,Biotechnology,162.56M,Healthcare
SEV,Sono Group,Auto Manufacturers,694.11M,Industrial
SEVN,Seven Hills Realty Trust,REIT-Mortgage,0,Real Estate
SF,Stifel Financial,Capital Markets,7.34B,Financials
SFBC,Sound Financial Bancorp,Banks,115.17M,Financials
SFBS,ServisFirst Bancshares,Banks,4.60B,Financials
SFE,Safeguard Scientifics,Capital Markets,121.32M,Financials
SFET,Safe-T Group,Software,21.27M,Information Technology
SFIX,Stitch Fix,Internet & Direct Marketing Retail,2.06B,Information Technology
SFL,SFL Corporation Ltd.,"Oil, Gas & Consumable Fuels",1.13B,Energy
SFM,Sprouts Farmers Market,Food & Staples Retailing,3.33B,Staples
SFNC,Simmons First National,Banks,3.40B,Financials
SFST,Southern First Bancshares,Banks,494.51M,Financials
SFT,Shift Technologies,Internet Retail,277.26M,Information Technology
SFUN,Fang Holdings,Interactive Media & Services,34.43M,Information Technology
SG,Sweetgreen,Insurance,3.42B,Financials
SGA,Saga Communications,Media,144.61M,Communication
SGBX,SG Blocks,Machinery,22.54M,Industrials
SGC,Superior Group of Companies,"Textiles, Apparel & Luxury Goods",350.41M,Discretionary
SGEN,Seagen,Biotechnology,28.27B,Healthcare
SGFY,Signify Health,Health Information Services,2.42B,Healthcare
SGH,SMART Global Holdings,Semiconductors & Semiconductor Equipment,1.75B,Information Technology
SGHT,Sight Sciences,Medical Devices,831.19M,Healthcare
SGLB,Sigma Labs,Aerospace & Defense,19.32M,Industrial
SGMA,SigmaTron International,"Electronic Equipment, Instruments & C...",45.19M,Industrial
SGML,Sigma Lithium,Other Industrial Metals & Mining,0,Materials
SGMO,Sangamo Therapeutics,Biotechnology,1.09B,Healthcare
SGMS,Scientific Games,"Hotels, Restaurants & Leisure",6.45B,Discretionary
SGRP,SPAR Group,Media,26.16M,Communication
SGRY,Surgery Partners,Health Care Providers & Services,4.77B,Healthcare
SGTX,Sigilon Therapeutics,Biotechnology,89.17M,Healthcare
SGU,Star Group,Gas Utilities,415.84M,Utilities
SHAC,SCP & CO Healthcare Acquisition Company,Blank Check / SPAC,281.75M,SPAC
SHAK,Shake Shack,"Hotels, Restaurants & Leisure",2.82B,Discretionary
SHBI,Shore Bancshares,Banks,412.95M,Financials
SHC,Sotera Health Company,Diagnostics & Research,6.66B,Healthcare
SHCR,Sharecare,Health Information Services,1.52B,Healthcare
SHEN,Shenandoah Telecommunications Company,Wireless Telecommunication Services,1.27B,Information Technology
SHG,Shinhan Financial Group Co.,Banks,15.98B,Financials
SHI,Sinopec Shanghai Petrochemical Company,Chemicals,5.61B,Materials
SHIP,Seanergy Maritime Holdings,Marine,158.97M,Industrials
SHLS,Shoals Technologies Group,Solar,2.53B,Energy
SHLX,Shell Midstream Partners,"Oil, Gas & Consumable Fuels",4.53B,Energy
SHO,Sunstone Hotel Investors,Equity Real Estate Investment Trusts...,2.57B,Real Estate
SHOO,Steven Madden,"Textiles, Apparel & Luxury Goods",3.78B,Discretionary
SHOP,Shopify,IT Services,171.57B,Information Technology
SHPW,Shapeways Holdings,Specialty Industrial Machinery,179.18M,Industrials
SHQA,Shelter Acquisition I,Blank Check / SPAC,243.25M,SPAC
SHW,The Sherwin-Williams Company,Chemicals,92.33B,Materials
SHYF,The Shyft Group,Machinery,1.74B,Industrials
SI,Silvergate Capital,Banks,4.50B,Financials
SIBN,SI-BONE,Health Care Equipment & Supplies,743.81M,Healthcare
SID,Companhia Siderurgica Nacional,Metals & Mining,6.12B,Materials
SIDU,Sidus Space,Aerospace & Defense,170.42M,Industrial
SIEB,Siebert Financial,Capital Markets,71.81M,Financials
SIEN,Sientra,Health Care Equipment & Supplies,213.31M,Healthcare
SIER,Sierra Lake Acquisition,Blank Check / SPAC,366.75M,SPAC
SIF,SIFCO Industries,Aerospace & Defense,39.11M,Industrial
SIFY,Sify Technologies,Diversified Telecommunication Services,588.63M,Communication
SIG,Signet Jewelers,Specialty Retail,4.58B,Discretionary
SIGA,SIGA Technologies,Pharmaceuticals,557.35M,Healthcare
SIGI,Selective Insurance Group,Insurance,4.93B,Financials
SII,Sprott,Capital Markets,1.12B,Financials
SILC,Silicom,Communications Equipment,355.09M,Industrial
SILK,Silk Road Medical,Health Care Equipment & Supplies,1.49B,Healthcare
SILV,SilverCrest Metals,Metals & Mining,1.15B,Materials
SIM,Grupo Simec,Metals & Mining,4.18B,Materials
SIMO,Silicon Motion Technology,Semiconductors & Semiconductor Equipment,3.32B,Information Technology
SINO,Sino-Global Shipping America,Transportation Infrastructure,77.05M,Industrials
SINT,SINTX Technologies,Health Care Equipment & Supplies,15.86M,Healthcare
SIOX,Sio Gene Therapies,Biotechnology,94.80M,Healthcare
SIRI,Sirius XM Holdings,Media,25.40B,Communication
SISI,Shineco,Personal Products,55.21M,Discretionary
SITC,SITE Centers,Equity Real Estate Investment Trusts...,3.34B,Real Estate
SITE,SiteOne Landscape Supply,Trading Companies & Distributors,10.83B,Industrials
SITM,SiTime,Semiconductors & Semiconductor Equipment,6.01B,Information Technology
SIVB,SVB Financial Group,Banks,39.80B,Financials
SIX,Six Flags Entertainment,"Hotels, Restaurants & Leisure",3.66B,Discretionary
SJ,Scienjoy Holding,Broadcasting,175.20M,Communication
SJI,South Jersey Industries,Gas Utilities,2.94B,Utilities
SJM,The J. M. Smucker Company,Food Products,14.72B,Staples
SJR,Shaw Communications,Media,15.03B,Communication
SJT,San Juan Basin Royalty Trust,"Oil, Gas & Consumable Fuels",283.85M,Energy
SJW,SJW Group,Water Utilities,2.18B,Utilities
SKE,Skeena Resources,Other Industrial Metals & Mining,652.43M,Materials
SKIL,Skillsoft,Education & Training Services,1.22B,Discretionary
SKIN,The Beauty Health Company,Household & Personal Products,3.62B,Discretionary
SKLZ,Skillz,Entertainment,3.04B,Communication
SKM,SK Telecom Co.,Wireless Telecommunication Services,10.59B,Information Technology
SKT,Tanger Factory Outlet Centers,Equity Real Estate Investment Trusts...,2.00B,Real Estate
SKX,Skechers USA,"Textiles, Apparel & Luxury Goods",6.76B,Discretionary
SKY,Skyline Champion,Household Durables,4.49B,Discretionary
SKYA,Skydeck Acquisition,Blank Check / SPAC,271.81M,SPAC
SKYT,SkyWater Technology,Semiconductors,633.55M,Information Technology
SKYW,SkyWest,Airlines,1.98B,Industrial
SLAB,Silicon Laboratories,Semiconductors & Semiconductor Equipment,8.30B,Information Technology
SLAC,Social Leverage Acquisition I,Blank Check / SPAC,423.06M,SPAC
SLAM,Slam Corp.,Blank Check / SPAC,698.63M,SPAC
SLB,Schlumberger,Energy Equipment & Services,42.01B,Energy
SLCA,U.S. Silica Holdings,Energy Equipment & Services,700.97M,Energy
SLCR,Silver Crest Acquisition,Blank Check / SPAC,423.06M,SPAC
SLDB,Solid Biosciences,Biotechnology,193.02M,Healthcare
SLDP,Solid Power,Electrical Equipment & Parts,72.19M,Industrial
SLF,Sun Life Financial,Insurance,32.64B,Financials
SLG,SL Green Realty,Equity Real Estate Investment Trusts...,4.78B,Real Estate
SLGC,SomaLogic,Health Information Services,2.11B,Healthcare
SLGG,Super League Gaming,Interactive Media & Services,84.44M,Information Technology
SLGL,Sol-Gel Technologies,Pharmaceuticals,171.08M,Healthcare
SLGN,Silgan Holdings,Containers & Packaging,4.73B,Materials
SLHG,Skylight Health Group,Medical Care Facilities,51.55M,Healthcare
SLI,Standard Lithium,Other Industrial Metals & Mining,1.58B,Materials
SLM,SLM Corporation,Consumer Finance,5.77B,Financials
SLN,Silence Therapeutics,Biotechnology,714.98M,Healthcare
SLNG,Stabilis Solutions,"Oil, Gas & Consumable Fuels",74.83M,Energy
SLNH,Soluna Holdings,Scientific & Technical Instruments,141.31M,Industrials
SLNO,Soleno Therapeutics,Biotechnology,32.72M,Healthcare
SLP,Simulations Plus,Health Care Technology,953.98M,Healthcare
SLQT,SelectQuote,Insurance Brokers,1.49B,Financials
SLRC,SLR Investment,Capital Markets,778.87M,Financials
SLRX,Salarius Pharmaceuticals,Biotechnology,22.40M,Healthcare
SLS,SELLAS Life Sciences Group,Biotechnology,87.85M,Healthcare
SLVM,Sylvamo,Paper & Paper Products,1.23B,Materials
SLVR,SilverSPAC,Blank Check / SPAC,302.19M,SPAC
SM,SM Energy Company,"Oil, Gas & Consumable Fuels",3.58B,Energy
SMAP,SportsMap Tech Acquisition,Blank Check / SPAC,147.64M,SPAC
SMAR,Smartsheet,Software,9.82B,Information Technology
SMBC,Southern Missouri Bancorp,Thrifts & Mortgage Finance,463.69M,Financials
SMBK,SmartFinancial,Banks,459.71M,Financials
SMCI,Super Micro Computer,"Technology Hardware, Storage & Periph...",2.24B,Information Technology
SMED,Sharps Compliance,Health Care Providers & Services,137.10M,Healthcare
SMFG,Sumitomo Mitsui Financial Group,Banks,46.97B,Financials
SMFR,Sema4 Holdings,Health Information Services,1.08B,Healthcare
SMG,The Scotts Miracle-Gro Company,Chemicals,8.86B,Materials
SMHI,Seacor Marine Holdings,Energy Equipment & Services,82.88M,Energy
SMID,Smith-Midland,Construction Materials,244.92M,Materials
SMIH,Summit Healthcare Acquisition,Blank Check / SPAC,250.29M,SPAC
SMIT,Schmitt Industries,"Electronic Equipment, Instruments & C...",20.91M,Industrial
SMLP,Summit Midstream Partners LP,"Oil, Gas & Consumable Fuels",159.17M,Energy
SMLR,Semler Scientific,Health Care Equipment & Supplies,619.34M,Healthcare
SMMF,Summit Financial Group,Banks,356.94M,Financials
SMMT,Summit Therapeutics,Biotechnology,262.85M,Healthcare
SMP,Standard Motor Products,Auto Components,1.15B,Industrial
SMPL,The Simply Good Foods Company,Food Products,3.99B,Staples
SMRT,SmartRent,Software-Application,1.88B,Information Technology
SMSI,Smith Micro Software,Software,268.46M,Information Technology
SMTC,Semtech,Semiconductors & Semiconductor Equipment,5.73B,Information Technology
SMTI,Sanara MedTech,Medical Instruments & Supplies,225.53M,Healthcare
SMTS,Sierra Metals,Metals & Mining,222.22M,Materials
SMWB,Similarweb,Internet Content & Information,1.33B,Information Technology
SNA,Snap-on,Machinery,11.53B,Industrials
SNAP,"Snap, Inc.",Interactive Media & Services,75.71B,Information Technology
SNAX,Stryve Foods,Packaged Foods,34.53M,Discretionary
SNBR,Sleep Number,Specialty Retail,1.73B,Discretionary
SNCE,Science 37,Health Information Services,1.43B,Healthcare
SNCR,Synchronoss Technologies,Software,215.55M,Information Technology
SNCY,Sun Country Airlines Holdings,Airlines,1.57B,Industrial
SND,Smart Sand,Energy Equipment & Services,80.57M,Energy
SNDA,Sonida Senior Living,Medical Care Facilities,62.41M,Healthcare
SNDL,Sundial Growers,Pharmaceuticals,1.19B,Healthcare
SNDR,Schneider National,Road & Rail,4.78B,Industrials
SNDX,Syndax Pharmaceuticals,Biotechnology,1.18B,Healthcare
SNES,SenesTech,Pharmaceuticals,11.95M,Healthcare
SNEX,StoneX Group,Capital Markets,1.22B,Financials
SNFCA,Security National Financial,Thrifts & Mortgage Finance,186.02M,Financials
SNGX,Soligenix,Biotechnology,28.31M,Healthcare
SNII,Supernova Partners Acquisition Company II,Blank Check / SPAC,443.76M,SPAC
SNMP,Evolve Transition Infrastructure LP,"Oil, Gas & Consumable Fuels",67.22M,Energy
SNN,Smith & Nephew,Health Care Equipment & Supplies,15.36B,Healthcare
SNOA,Sonoma Pharmaceuticals,Pharmaceuticals,14.13M,Healthcare
SNOW,Snowflake,IT Services,103.76B,Information Technology
SNP,China Petroleum & Chemical,"Oil, Gas & Consumable Fuels",75.26B,Energy
SNPO,Snap One Holdings,Electronics & Computer Distribution,1.60B,Discretionary
SNPS,Synopsys,Software,56.54B,Information Technology
SNPX,Synaptogenix,Biotechnology,56.80M,Healthcare
SNRH,Senior Connect Acquisition I,Blank Check / SPAC,504.04M,SPAC
SNSE,Sensei Biotherapeutics,Biotechnology,177.46M,Healthcare
SNT,Senstar Technologies,"Electronic Equipment, Instruments & C...",69.31M,Industrial
SNTG,Sentage Holdings,Credit Services,17.22M,Financials
SNV,Synovus Financial,Banks,6.97B,Financials
SNX,Synnex,"Electronic Equipment, Instruments & C...",10.98B,Industrial
SNY,Sanofi,Pharmaceuticals,125.90B,Healthcare
SO,The Southern Company,Electric Utilities,72.68B,Utilities
SOFI,SoFi Technologies,Credit Services,12.64B,Financials
SOHO,Sotherly Hotels,Equity Real Estate Investment Trusts...,36.38M,Real Estate
SOHU,Sohu.com,Interactive Media & Services,639.91M,Information Technology
SOI,Solaris Oilfield Infrastructure,Energy Equipment & Services,209.32M,Energy
SOL,ReneSola,Construction & Engineering,415.70M,Industrial
SOLO,Electrameccanica Vehicles,Automobiles,266.86M,Discretionary
SON,Sonoco Products Company,Containers & Packaging,5.69B,Materials
SONM,Sonim Technologies,"Technology Hardware, Storage & Periph...",14.81M,Information Technology
SONN,Sonnet BioTherapeutics Holdings,Biotechnology,24.89M,Healthcare
SONO,Sonos,Household Durables,3.79B,Discretionary
SONX,Sonendo,Medical Devices,151.64M,Healthcare
SONY,Sony Group,Household Durables,156.70B,Discretionary
SOPA,Society Pass,Software-Application,199.69M,Information Technology
SOPH,SOPHiA GENETICS,Health Information Services,900.39M,Healthcare
SOS,SOS Limited,Software-Infrastructure,200.47M,Information Technology
SOTK,Sono-Tek,"Electronic Equipment, Instruments & C...",115.51M,Industrial
SOVO,Sovos Brands,Packaged Foods,1.52B,Discretionary
SP,SP Plus,Commercial Services & Supplies,655.35M,Industrial
SPAQ,Spartan Acquisition III,Blank Check / SPAC,681.03M,SPAC
SPB,Spectrum Brands Holdings,Household Products,4.19B,Discretionary
SPCB,SuperCom,"Electronic Equipment, Instruments & C...",15.03M,Industrial
SPCE,Virgin Galactic Holdings,Aerospace & Defense,3.45B,Industrial
SPFI,South Plains Financial,Banks,494.72M,Financials
SPG,Simon Property Group,Equity Real Estate Investment Trusts...,52.50B,Real Estate
SPGI,S&P Global,Capital Markets,113.74B,Financials
SPGS,Simon Property Group Acquisition Holdings,Blank Check / SPAC,420.04M,SPAC
SPH,Suburban Propane Partners,Gas Utilities,922.42M,Utilities
SPI,SPI Energy Co.,Semiconductors & Semiconductor Equipment,86.15M,Information Technology
SPIR,Spire Global,Semiconductors & Semiconductor Equipment,470.03M,Information Technology
SPK,SPK Acquisition,Blank Check / SPAC,78.06M,SPAC
SPKB,Silver Spike Acquisition II,Blank Check / SPAC,349.31M,SPAC
SPLK,Splunk,Software,18.37B,Information Technology
SPLP,Steel Partners Holdings LP,Industrial Conglomerates,887.85M,Industrials
SPNE,SeaSpine Holdings,Health Care Equipment & Supplies,496.34M,Healthcare
SPNS,Sapiens International,Software,1.89B,Information Technology
SPNT,SiriusPoint,Insurance-Reinsurance,1.32B,Financials
SPOK,Spok Holdings,Wireless Telecommunication Services,181.76M,Information Technology
SPOT,Spotify Technology,Entertainment,44.83B,Communication
SPPI,Spectrum Pharmaceuticals,Biotechnology,208.22M,Healthcare
SPR,Spirit AeroSystems Holdings,Aerospace & Defense,4.53B,Industrial
SPRB,Spruce Biosciences,Biotechnology,104.65M,Healthcare
SPRC,SciSparc,Biotechnology,904.28M,Healthcare
SPRO,Spero Therapeutics,Biotechnology,517.50M,Healthcare
SPSC,SPS Commerce,Software,5.12B,Information Technology
SPT,Sprout Social,Software,4.90B,Information Technology
SPTK,SportsTek Acquisition,Blank Check / SPAC,210.67M,SPAC
SPTN,SpartanNash Company,Food & Staples Retailing,925.93M,Staples
SPWH,Sportsman's Warehouse Holdings,Specialty Retail,517.78M,Discretionary
SPWR,SunPower,Semiconductors & Semiconductor Equipment,3.61B,Information Technology
SPXC,SPX Corporation,Machinery,2.71B,Industrials
SQ,Block,IT Services,74.50B,Information Technology
SQFT,Presidio Property Trust,REIT-Diversified,44.81M,Real Estate
SQL,SeqLL,Diagnostics & Research,22.23M,Healthcare
SQM,Sociedad Quimica y Minera de Chile,Chemicals,14.40B,Materials
SQNS,Sequans Communications,Semiconductors & Semiconductor Equipment,177.60M,Information Technology
SQSP,Squarespace,Software-Infrastructure,4.10B,Information Technology
SQZ,SQZ Biotechnologies Company,Biotechnology,250.64M,Healthcare
SR,Spire,Gas Utilities,3.37B,Utilities
SRAD,Sportradar Group AG,Software-Application,5.20B,Information Technology
SRAX,"SRAX, Inc.",Media,117.41M,Communication
SRC,Spirit Realty Capital,Equity Real Estate Investment Trusts...,5.94B,Real Estate
SRCE,1st Source,Banks,1.23B,Financials
SRCL,Stericycle,Commercial Services & Supplies,5.48B,Industrial
SRDX,SurModics,Health Care Equipment & Supplies,672.91M,Healthcare
SRE,Sempra Energy,Multi-Utilities,42.24B,Utilities
SREV,ServiceSource International,IT Services,98.09M,Information Technology
SRG,Seritage Growth Properties,Equity Real Estate Investment Trusts...,578.99M,Real Estate
SRGA,Surgalign Holdings,Medical Devices,99.72M,Healthcare
SRI,Stoneridge,Auto Components,536.50M,Industrial
SRL,Scully Royalty,Capital Markets,130.94M,Financials
SRLP,Sprague Resources LP,"Oil, Gas & Consumable Fuels",355.48M,Energy
SRNE,Sorrento Therapeutics,Biotechnology,1.42B,Healthcare
SRPT,Sarepta Therapeutics,Biotechnology,7.84B,Healthcare
SRRA,Sierra Oncology,Biotechnology,327.30M,Healthcare
SRRK,Scholar Rock Holding,Biotechnology,872.09M,Healthcare
SRSA,Sarissa Capital Acquisition,Blank Check / SPAC,244.75M,SPAC
SRT,Startek,IT Services,213.00M,Information Technology
SRTS,Sensus Healthcare,Health Care Equipment & Supplies,119.98M,Healthcare
SRZN,Surrozen,Biotechnology,225.58M,Healthcare
SSAA,Science Strategic Acquisition Alpha,Blank Check / SPAC,378.42M,SPAC
SSB,South State,Banks,5.59B,Financials
SSBI,Summit State Bank,Banks,103.56M,Financials
SSBK,Southern States Bancshares,Banks-Regional,176.38M,Financials
SSD,Simpson Manufacturing Company,Building Products,6.04B,Industrial
SSKN,STRATA Skin Sciences,Health Care Equipment & Supplies,50.34M,Healthcare
SSL,Sasol,Chemicals,10.42B,Materials
SSNC,SS&C Technologies Holdings,Software,20.84B,Information Technology
SSNT,SilverSun Technologies,Software,22.96M,Information Technology
SSP,The E.W. Scripps Company,Media,1.60B,Communication
SSRM,SSR Mining,Metals & Mining,3.75B,Materials
SSSS,SuRo Capital,Capital Markets,372.71M,Financials
SSTI,ShotSpotter,Software,344.67M,Information Technology
SSTK,Shutterstock,Internet & Direct Marketing Retail,4.07B,Information Technology
SSU,SIGNA Sports United,Specialty Retail,365.70M,Discretionary
SSY,SunLink Health Systems,Health Care Providers & Services,10.71M,Healthcare
SSYS,Stratasys,"Technology Hardware, Storage & Periph...",1.60B,Information Technology
ST,Sensata Technologies Holding,Electrical Equipment,9.78B,Industrial
STAA,STAAR Surgical Company,Health Care Equipment & Supplies,4.35B,Healthcare
STAB,Statera Biopharma,Biotechnology,73.82M,Healthcare
STAF,Staffing 360 Solutions,Professional Services,15.78M,Services
STAG,Stag Industrial,Equity Real Estate Investment Trusts...,8.39B,Real Estate
STAR,iStar,Equity Real Estate Investment Trusts...,1.79B,Real Estate
STBA,S&T Bancorp,Banks,1.24B,Financials
STC,Stewart Information Services,Insurance,2.14B,Financials
STCN,Steel Connect,IT Services,84.61M,Information Technology
STE,Steris,Health Care Equipment & Supplies,24.35B,Healthcare
STEM,"Stem, Inc.",Software-Infrastructure,2.74B,Information Technology
STEP,StepStone Group,Asset Management,2.49B,Financials
STER,Sterling Check,Software-Infrastructure,1.97B,Information Technology
STFC,State Auto Financial,Insurance,2.30B,Financials
STG,Sunlands Technology Group,Diversified Consumer Services,66.62M,Discretionary
STGW,Stagwell,Advertising Agencies,981.46M,Communication
STIM,Neuronetics,Health Care Equipment & Supplies,117.60M,Healthcare
STKL,SunOpta,Food Products,746.01M,Staples
STKS,The ONE Group Hospitality,"Hotels, Restaurants & Leisure",404.88M,Discretionary
STL,Sterling Bancorp,Banks,4.97B,Financials
STLA,Stellantis,Automobiles,58.77B,Discretionary
STLD,Steel Dynamics,Metals & Mining,12.32B,Materials
STM,STMicroelectronics,Semiconductors & Semiconductor Equipment,44.51B,Information Technology
STN,Stantec,Professional Services,6.25B,Services
STNE,StoneCo,IT Services,5.21B,Information Technology
STNG,Scorpio Tankers,"Oil, Gas & Consumable Fuels",747.71M,Energy
STOK,Stoke Therapeutics,Biotechnology,882.62M,Healthcare
STON,StoneMor,Diversified Consumer Services,269.17M,Discretionary
STOR,STORE Capital,Equity Real Estate Investment Trusts...,9.38B,Real Estate
STRA,Strategic Education,Diversified Consumer Services,1.42B,Discretionary
STRC,Sarcos Technology & Robotics,Computer Hardware,1.43B,Industrial
STRE,Supernova Partners Acquisition Company III,Blank Check / SPAC,342.51M,SPAC
STRL,Sterling Construction Company,Construction & Engineering,757.30M,Industrial
STRM,Streamline Health Solutions,Health Care Technology,70.92M,Healthcare
STRN,Stran & Company,Advertising Agencies,86.74M,Communication
STRO,Sutro Biopharma,Biotechnology,688.50M,Healthcare
STRR,Star Equity Holdings,Diagnostics & Research,14.72M,Healthcare
STRS,Stratus Properties,Real Estate Management & Development,301.53M,Real Estate
STRT,STRATTEC Security,Auto Components,146.36M,Industrial
STSA,Satsuma Pharmaceuticals,Pharmaceuticals,141.88M,Healthcare
STT,State Street,Capital Markets,34.00B,Financials
STTK,Shattuck Labs,Biotechnology,359.52M,Healthcare
STVN,Stevanato Group S.p.A.,Medical Instruments & Supplies,5.94B,Healthcare
STWD,Starwood Property Trust,Mortgage Real Estate Investment Trus...,7.40B,Real Estate
STX,Seagate Technology Holdings,"Technology Hardware, Storage & Periph...",25.15B,Information Technology
STXB,Spirit of Texas Bancshares,Banks,496.80M,Financials
STXS,Stereotaxis,Health Care Equipment & Supplies,462.40M,Healthcare
STZ,Constellation Brands,Beverages,47.03B,Discretionary
SU,Suncor Energy,"Oil, Gas & Consumable Fuels",36.47B,Energy
SUI,Sun Communities,Equity Real Estate Investment Trusts...,24.35B,Real Estate
SUM,Summit Materials,Construction Materials,4.76B,Materials
SUMO,Sumo Logic,Software,1.52B,Information Technology
SUMR,Summer Infant,Leisure Products,22.46M,Discretionary
SUN,Sunoco LP,"Oil, Gas & Consumable Fuels",3.40B,Energy
SUNL,Sunlight Financial Holdings,Credit Services,405.42M,Financials
SUNS,SLR Senior Investment,Capital Markets,224.37M,Financials
SUNW,Sunworks,Electrical Equipment,89.29M,Industrial
SUP,Superior Industries International,Auto Components,117.21M,Industrial
SUPN,Supernus Pharmaceuticals,Pharmaceuticals,1.55B,Healthcare
SUPV,Grupo Supervielle,Banks,362.47M,Financials
SURF,Surface Oncology,Biotechnology,220.53M,Healthcare
SURG,SurgePays,Wireless Telecommunication Services,24.33M,Information Technology
SUZ,Suzano,Paper & Forest Products,14.57B,Materials
SV,Spring Valley Acquisition,Blank Check / SPAC,288.36M,SPAC
SVC,Service Properties Trust,Equity Real Estate Investment Trusts...,1.45B,Real Estate
SVFA,SVF Investment,Shell Companies,757.71M,Financials
SVFB,SVF Investment 2,Blank Check / SPAC,292.15M,SPAC
SVFC,SVF Investment 3,Shell Companies,410.40M,Financials
SVFD,Save Foods,Agricultural Inputs,11.25M,Materials
SVM,Silvercorp Metals,Metals & Mining,663.81M,Materials
SVRA,Savara,Biotechnology,141.20M,Healthcare
SVT,Servotronics,Electrical Equipment,31.59M,Industrial
SVVC,Firsthand Technology Value Fund,Securities and Commodity Exchanges,27.64M,Financials
SWAG,"Software Acquisition Group, Inc. III",Blank Check / SPAC,246.50M,SPAC
SWAV,ShockWave Medical,Health Care Equipment & Supplies,6.30B,Healthcare
SWBI,Smith & Wesson Brands,Leisure Products,859.65M,Discretionary
SWCH,Switch,IT Services,6.92B,Information Technology
SWET,Athlon Acquisition,Blank Check / SPAC,336.72M,SPAC
SWI,SolarWinds,Software,2.26B,Information Technology
SWIM,Latham Group,Building Products & Equipment,3.00B,Industrial
SWIR,Sierra Wireless,Communications Equipment,663.47M,Industrial
SWK,Stanley Black & Decker,Machinery,30.75B,Industrials
SWKH,SWK Holdings,Diversified Financial Services,251.45M,Financials
SWKS,Skyworks Solutions,Semiconductors & Semiconductor Equipment,25.66B,Information Technology
SWM,Schweitzer-Mauduit International,Paper & Forest Products,940.60M,Materials
SWN,Southwestern Energy Company,"Oil, Gas & Consumable Fuels",4.73B,Energy
SWSS,Springwater Special Situations,Blank Check / SPAC,193.05M,SPAC
SWTX,Springworks Therapeutics,Biotechnology,3.05B,Healthcare
SWX,Southwest Gas Holdings,Gas Utilities,4.23B,Utilities
SXC,SunCoke Energy,Metals & Mining,547.51M,Materials
SXI,Standex International,Machinery,1.35B,Industrials
SXT,Sensient Technologies,Chemicals,4.21B,Materials
SXTC,China SXT Pharmaceuticals,Personal Products,10.10M,Discretionary
SY,So-Young International,Interactive Media & Services,334.49M,Information Technology
SYBT,Stock Yards Bancorp,Banks,1.70B,Financials
SYBX,Synlogic,Biotechnology,168.70M,Healthcare
SYF,Synchrony Financial,Consumer Finance,25.39B,Financials
SYK,Stryker,Health Care Equipment & Supplies,100.88B,Healthcare
SYN,Synthetic Biologics,Biotechnology,35.94M,Healthcare
SYNA,Synaptics,Semiconductors & Semiconductor Equipment,11.37B,Information Technology
SYNH,Syneos Health,Life Sciences Tools & Services,10.65B,Healthcare
SYNL,Synalloy,Metals & Mining,166.99M,Materials
SYPR,Sypris Solutions,Auto Components,53.75M,Industrial
SYRS,Syros Pharmaceuticals,Biotechnology,201.95M,Healthcare
SYTA,Siyata Mobile,Communications Equipment,19.80M,Industrial
SYY,Sysco,Food & Staples Retailing,40.27B,Staples
T,"AT&T, Inc.",Diversified Telecommunication Services,175.67B,Communication
TA,TravelCenters of America,Specialty Retail,781.34M,Discretionary
TAC,TransAlta,Independent Power and Renewable Elect...,3.01B,Energy
TACA,Trepont Acquisition I,Blank Check / SPAC,286.92M,SPAC
TACO,Del Taco Restaurants,"Hotels, Restaurants & Leisure",453.09M,Discretionary
TACT,TransAct Technologies,"Technology Hardware, Storage & Periph...",107.21M,Information Technology
TAIT,Taitron Components,"Electronic Equipment, Instruments & C...",23.64M,Industrial
TAK,Takeda Pharmaceutical Company,Pharmaceuticals,42.46B,Healthcare
TAL,TAL Education Group,Diversified Consumer Services,2.53B,Discretionary
TALK,Talkspace,Medical Care Facilities,308.91M,Healthcare
TALO,Talos Energy,"Oil, Gas & Consumable Fuels",802.44M,Energy
TALS,Talaris Therapeutics,Biotechnology,649.90M,Healthcare
